"Title","Url","isPublished","SocCode","EscoTitle","EscoUri","status after SME check","SME comments"
"Food packaging operative","food-packaging-operative","Published","9134B","food and beverage packaging technologist","http://data.europa.eu/esco/occupation/8a925aca-f636-437c-8962-5deae170e246","good match",
"Food scientist","food-scientist","Published","2129D","food safety specialist","http://data.europa.eu/esco/occupation/00ab5610-e715-428f-99f6-b1e5e469dbcd","replace","ESCO has food analyst which is closer to job profile http://data.europa.eu/esco/occupation/33fe4c90-c4fd-4860-bdc5-24fcab16f45a"
"Football coach","football-coach","Published","3442C","football coach","http://data.europa.eu/esco/occupation/3b43dafb-8c6b-4906-9fe5-bc218aacad55","good match",
"Football referee","football-referee","Published","3442D","sport official","http://data.europa.eu/esco/occupation/388155cc-7ab8-46c7-8051-aefc7b276c84","good match","closest match in ESCO"
"Footballer","footballer","Published","3441B","professional athlete","http://data.europa.eu/esco/occupation/082c234c-0dda-490a-b5af-757c3e48da90","good match","no further breakdown for specific sports"
"Footwear designer","footwear-designer","Published","3422F","footwear designer","http://data.europa.eu/esco/occupation/06f89f2c-c6e9-40c5-a4a5-0e34d5fbc184","good match",
"Footwear manufacturing operative","footwear-manufacturing-operative","Published","5413A","shoemaker","http://data.europa.eu/esco/occupation/f8e76759-811e-4b39-9adf-3e77429cff8f","good match",
"Forensic computer analyst","forensic-computer-analyst","Published","2426B","digital forensics expert","http://data.europa.eu/esco/occupation/0c448a27-10ec-43ba-b880-d9938bade424","good match",
"Forensic psychologist","forensic-psychologist","Published","2212C","psychologist","http://data.europa.eu/esco/occupation/52ded7d7-11df-42e3-b90a-d7f4b70fb4b9","good match",
"Forensic scientist","forensic-scientist","Published","2112A","criminal investigator","http://data.europa.eu/esco/occupation/3cee6bea-4a19-4511-9bbb-fdf820857555","good match","poss criminal investigator as forensic science officer listed under alt labels "
"Forest officer","forest-officer","Published","5119D","forest ranger","http://data.europa.eu/esco/occupation/f489b1ec-3d6c-44b1-b1d7-c6c97db7df30","replace","ESCO has forester which is closer to job profile http://data.europa.eu/esco/occupation/f04eaeff-52f5-4d52-93ad-6f846884827f"
"Forestry worker","forestry-worker","Published","9112A","forest worker","http://data.europa.eu/esco/occupation/773cf1de-50a4-42e7-bab1-e68dcbae3f54","good match",
"Forklift driver","forklift-driver","Published","8222A","forklift operator","http://data.europa.eu/esco/occupation/eeac6251-1974-42f5-91ed-513c6c883755","good match",
"Forklift truck engineer","forklift-truck-engineer","Published","5223F","automotive engineering technician","http://data.europa.eu/esco/occupation/444c9aa9-578d-4a9a-9949-99ef1bacb20e","replace","ESCO has construction machinery technician which is closer match http://data.europa.eu/esco/occupation/b0480558-269d-4903-9bc7-f390cd6a6964"
"Foster carer","foster-carer","Published","6144B","foster care support worker","http://data.europa.eu/esco/occupation/1f5932eb-b36d-44e1-a063-7aa9e228af51","good match",
"Foundry mould maker","foundry-mould-maker","Published","5212A","foundry moulder","http://data.europa.eu/esco/occupation/c5902c47-0c2e-45aa-94dd-951ad641449c","good match",
"Foundry process operator","foundry-process-operator","Published","9139A","foundry operative","http://data.europa.eu/esco/occupation/dc14bed4-87ca-4e6c-9f69-458e2689d2d6","good match",
"Franchise owner","franchise-owner","Published","1190A","shop manager
retail entrepreneur","http://data.europa.eu/esco/occupation/9e81adde-9983-44fa-b74b-c548d0dbfbdd
http://data.europa.eu/esco/occupation/bf89925d-00a1-4f94-ab3b-2148c887af33
http://data.europa.eu/esco/occupation/bf89925d-00a1-4f94-ab3b-2148c887af33","decision req","poss shop manager or retail entrepreneur  - as franchise owners running outlet/shop would come under this. "
"French polisher","french-polisher","Published","5323A","furniture finisher","http://data.europa.eu/esco/occupation/fb6df00f-4810-442b-8f93-89b9580c7c9f",,
"Funeral director","funeral-director","Published","6148A","funeral services director","http://data.europa.eu/esco/occupation/857ed740-f4ae-43d0-8295-d6181f1d7eed",,
"Furniture designer","furniture-designer","Published","3422G","furniture designer","http://data.europa.eu/esco/occupation/bc4d1659-6860-488e-bc13-e87eb0e36f67",,
"Furniture maker","furniture-maker","Published","5442A","furniture assembler","http://data.europa.eu/esco/occupation/d7f3d76b-23e8-447e-93d5-da13ff9bc102","partial match","poss furniture assembler  - other ESCO furniture entries either too high (designer) or too specialised (finisher)"
"Furniture restorer","furniture-restorer","Published","5442B","furniture restorer","http://data.europa.eu/esco/occupation/5a551d36-0e14-40ab-84a2-7aa9b37dc528",,
"Further education lecturer","further-education-lecturer","Published","2312A","further education teacher","http://data.europa.eu/esco/occupation/6afe39e2-2674-45db-b05c-a6cab02fe25b",,
"Gamekeeper","gamekeeper","Published","5119E","game keeper","http://data.europa.eu/esco/occupation/a491c5c1-e126-4414-9ac9-3625a4a79513",,
"Garage manager","garage-manager","Published","1252A","garage manager","http://data.europa.eu/esco/occupation/5c9dea76-c7da-4e58-857c-fc3cbe7b960a",,
"Garden nursery assistant","garden-nursery-assistant","Published","5112A","garden labourer","http://data.europa.eu/esco/occupation/a10eb17a-3c78-4f7a-a1da-8f31146339d3","replace","ESCO flower and garden specialised seller close rmatch http://data.europa.eu/esco/occupation/c0768628-46ad-4077-aee0-66ab6d7711df"
"Gardener","gardener","Published","5113A","garden labourer","http://data.europa.eu/esco/occupation/a10eb17a-3c78-4f7a-a1da-8f31146339d3",,
"Garment technologist","garment-technologist","Published","2461A","clothing technologist","http://data.europa.eu/esco/occupation/2bf5169b-2c89-451a-9274-e2b4bc1f9487",,
"Gas mains layer","gas-mains-layer","Published","5314B","gas distribution engineer","http://data.europa.eu/esco/occupation/7bc02fa7-7aaa-41a6-be5b-ab7a7b6684d3",,
"Gas service technician","gas-service-technician","Published","5314C","gas service technician","http://data.europa.eu/esco/occupation/97b3cab1-f4f0-41ed-8c80-e65e6c067e95",,
"General practice surveyor","general-practice-surveyor","Published","2434B","property appraiser","http://data.europa.eu/esco/occupation/afc5a0f4-42e5-4bfb-910c-2b54b44f99c5","good match","NCS JP emphasis is on property valuation so ESCO property appraiser probably nearest match"
"Geneticist","geneticist","Published","2112N","geneticist","http://data.europa.eu/esco/occupation/6140be85-2d45-44b2-b0ba-412aadcead1e",,
"Geoscientist","geoscientist","Published","2113C","geologist","http://data.europa.eu/esco/occupation/c6196b21-20f9-4608-83fb-6f143afc740d",,
"Geospatial technician","geospatial-technician","Published","3539B","geographic information systems specialist","http://data.europa.eu/esco/occupation/9af8907f-56a7-4170-83b1-3c6ba0997cfa","good match",
"Geotechnician","geotechnician","Published","3111A","geotechnician","http://data.europa.eu/esco/occupation/e9665bdf-2989-4dc5-9aa9-7b791e489779",,
"Glassmaker","glassmaker","Published","5441B","drawing kiln operator","http://data.europa.eu/esco/occupation/49f1e9aa-189b-4417-afaa-373cc4ffeea1",,
"Glazier","glazier","Published","5316A","plate glass installer","http://data.europa.eu/esco/occupation/5f9e0588-e819-42f7-9975-f53198666c07",,
"GP","gp","Published","2211A","general practitioner","http://data.europa.eu/esco/occupation/71f09c8b-a172-408c-b9e7-32e580e39ff6",,
"GP practice manager","gp-practice-manager","Published","1241A","medical practice manager","http://data.europa.eu/esco/occupation/8c8b5cba-14b2-4728-b22c-eb90f1786e00",,
"Graphic designer","graphic-designer","Published","3421A","graphic designer","http://data.europa.eu/esco/occupation/69bcbb0a-8d80-4ecd-b0a4-9adea2a40de2",,
"Groundsperson","groundsperson","Published","5114A","groundsman/groundswoman","http://data.europa.eu/esco/occupation/a48b9a5a-5ded-482d-8cda-7fd097a32c16",,
"Hairdresser","hairdresser","Published","6221A","hairdresser","http://data.europa.eu/esco/occupation/099c6bb0-22d3-4c5d-8bf5-70910af381ef",,
"Hairdressing salon manager","hairdressing-salon-manager","Published","1253A","beauty salon manager","http://data.europa.eu/esco/occupation/33e3a746-f209-4a1a-96df-301505531cb2",,
"Handyperson","handyperson","Published","9119B","handyman","http://data.europa.eu/esco/occupation/f4a25243-b06a-42a9-9c69-246853df63ad",,
"Head chef","head-chef","Published","5434B","head chef","http://data.europa.eu/esco/occupation/01484951-15e6-4b88-a20f-1201868d36a0",,
"Head of IT (IT director)","head-of-it-(it-director)","Published","1136A","chief information officer","http://data.europa.eu/esco/occupation/82f90e87-de92-4678-adae-61d3e5f7e1e4",,
"Headteacher","headteacher","Published","2317A","headteacher","http://data.europa.eu/esco/occupation/e1587bbb-2d4e-4726-839a-7f4895c440e7",,
"Health and safety adviser","health-and-safety-adviser","Published","3567A","health and safety inspector","http://data.europa.eu/esco/occupation/2b31f745-f04f-4d2c-9692-4715e1448f80",,
"Health play specialist","health-play-specialist","Published","3219G","recreational therapist","http://data.europa.eu/esco/occupation/f9395e4d-d66f-49ce-a8f5-721991139e79","decision req","poss recreational therapist which covers some of the generic skills in this role"
"Health promotion specialist","health-promotion-specialist","Published","2219C","health psychologist","http://data.europa.eu/esco/occupation/976c7f50-7f9e-4347-bbb9-f0dc842046a3",,
"Health records clerk","health-records-clerk","Published","4131A","medical records clerk","http://data.europa.eu/esco/occupation/14eb2c85-fce5-40b6-bcd0-46ac99994b0d",,
"Health service manager","health-service-manager","Published","1181A","healthcare institution manager","http://data.europa.eu/esco/occupation/4a29eab1-5f02-4723-a863-e2d5a0614dfa",,
"Health trainer","health-trainer","Published","3239F","personal trainer","http://data.europa.eu/esco/occupation/f7177f79-63e7-4944-8896-044056b62523",,
"Health visitor","health-visitor","Published","2231F","advanced nurse practitioner","http://data.europa.eu/esco/occupation/36494988-69d2-4420-9db4-eb56605ac983","good match","poss advanced nurse practitioner as consultant health visitor listed under alt labels "
"Healthcare assistant","healthcare-assistant","Published","6141A","healthcare assistant","http://data.europa.eu/esco/occupation/d38c2107-98f2-47b7-8bb4-f69750d51082",,
"Healthcare science assistant","healthcare-science-assistant","Published","6141C","medical administrative assistant","http://data.europa.eu/esco/occupation/045f05f2-4ff8-46b2-9d08-e12a81657498",,
"Heating and ventilation engineer","heating-and-ventilation-engineer","Published","5314D","heating, ventilation, air conditioning engineer","http://data.europa.eu/esco/occupation/1f97f6e6-0ac7-4e77-88ab-2e3801c5a223",,
"Helicopter engineer","helicopter-engineer","Published","5235A","aircraft engine specialist","http://data.europa.eu/esco/occupation/0ac8fe65-32e6-4c25-8345-2b87bc7b2698","good match","poss aircraft engine specialist as helicopter mechanic/specialist listed under alt labels "
"Helicopter pilot","helicopter-pilot","Published","3512B","helicopter pilot","http://data.europa.eu/esco/occupation/476420bb-2577-4f79-ad32-186f19c4fd02",,
"Higher education lecturer","higher-education-lecturer","Published","2311A","higher education lecturer","http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923",,
"Highways cleaner","highways-cleaner","Published","9232A","street sweeper","http://data.europa.eu/esco/occupation/503ea267-93e9-4b8c-ae5e-817fe7e4a245","good match",
"Homeopath","homeopath","Published","2211D","homeopath","http://data.europa.eu/esco/occupation/61704d4b-f54b-43e5-a7de-bfd7a76f2f0d",,
"Horse groom","horse-groom","Published","6139G","animal groomer","http://data.europa.eu/esco/occupation/5a940ae0-3fa4-40f9-8ca4-17bf792da243","replace","ESCO groom closer match http://data.europa.eu/esco/occupation/beedd3c0-d3e2-4efe-8f39-381df669ee35"
"Horse riding instructor","horse-riding-instructor","Published","3442E","horse riding instructor","http://data.europa.eu/esco/occupation/0c3672ed-450b-4fcd-a3d0-579a10004486",,
"Horticultural manager","horticultural-manager","Published","1211A","horticulture production manager","http://data.europa.eu/esco/occupation/d36b66f8-c08a-4416-953b-62c271ca7509",,
"Horticultural therapist","horticultural-therapist","Published","3219H","recreational therapist","http://data.europa.eu/esco/occupation/f9395e4d-d66f-49ce-a8f5-721991139e79","partial match","ESCO has recreational therapist which covers some of the generic skills in this role though doesn't mention horticulture/plants specifically - does mention dance, art drama and animals though so need to remove them from any listing used"
"Horticultural worker","horticultural-worker","Published","9119C","horticulture worker","http://data.europa.eu/esco/occupation/1a9d99ba-4c08-4864-8f6a-1b0f2b4cf883",,
"Hospital doctor","hospital-doctor","Published","2211B","specialised doctor","http://data.europa.eu/esco/occupation/9b889f07-c39c-464d-b9d9-b2daa650f9ac","good match","ESCO lists lot of specilaisms found in hospital depts - only lists one essential skill"
"Hospital porter","hospital-porter","Published","9271A","hospital porter","http://data.europa.eu/esco/occupation/a30734bb-2f10-4747-a94c-75f5ec3c63a4",,
"Hotel manager","hotel-manager","Published","1221A","accommodation manager","http://data.europa.eu/esco/occupation/53cdd34e-22f2-41bd-b3c7-de22bf9bbcae","good match",
"Hotel porter","hotel-porter","Published","9279A","hotel porter","http://data.europa.eu/esco/occupation/3cc51201-cd20-47f8-92ad-4d5861f963cf",,
"Hotel receptionist","hotel-receptionist","Published","4216A","hospitality establishment receptionist","http://data.europa.eu/esco/occupation/82025c02-9082-416c-998b-f51eb0359ee6",,
"Hotel room attendant","hotel-room-attendant","Published","9233B","room attendant","http://data.europa.eu/esco/occupation/731ecac4-06e8-4ec2-a559-101fecbd9183",,
"Housekeeper","housekeeper","Published","6231A","domestic housekeeper","http://data.europa.eu/esco/occupation/6d50f735-dca9-4a02-96dc-e4310ed98ae2",,
"Housing officer","housing-officer","Published","3234A","housing support worker","http://data.europa.eu/esco/occupation/4edbde9f-218e-49c7-812f-c45262fb4128",,
"Housing policy officer","housing-policy-officer","Published","3561C","housing policy officer","http://data.europa.eu/esco/occupation/01205776-db8d-4588-a6a6-56d0b9c660a9",,
"Human resources assistant","human-resources-assistant","Published","4138A","human resources assistant","http://data.europa.eu/esco/occupation/d8ed1703-9c03-4ea0-83cc-b6169bc54ffd",,
"Human resources manager","human-resources-manager","Published","1135A","human resources manager","http://data.europa.eu/esco/occupation/f605bcd2-90b6-45a0-a558-d05016d68a77",,
"Human resources officer","human-resources-officer","Published","3562B","human resources officer","http://data.europa.eu/esco/occupation/d3e32e5e-7f24-48e3-b939-e4f800eb62fb",,
"Hydrologist","hydrologist","Published","2113L","hydrologist","http://data.europa.eu/esco/occupation/55167849-82cf-484e-b818-fa702a4e69e9",,
"Hypnotherapist","hypnotherapist","Published","3219I","complementary therapist","http://data.europa.eu/esco/occupation/c2a29b8d-1042-4766-a162-e174c7a77421","partial match","generic skills similar and hypnotherapy listed under ESCO scope notes"
"Illustrator","illustrator","Published","3411C","illustrator","http://data.europa.eu/esco/occupation/1b949bae-882f-40ff-9fe7-3c8ede5e38b5",,
"Image consultant","image-consultant","Published","6222F","personal stylist","http://data.europa.eu/esco/occupation/d5ce0c23-6f8a-459f-9bf9-a7cb9768740a",,
"Immigration adviser (non-government)","immigration-adviser-(non-government)","Published","2419B","immigration adviser","http://data.europa.eu/esco/occupation/e19fe26f-0759-4bb1-af71-5bbecf3df69f",,
"Immigration officer","immigration-officer","Published","3319E","immigration officer","http://data.europa.eu/esco/occupation/6296faea-1909-4943-b0e0-662b43ad855d",,
"Import-export clerk","import-export-clerk","Published","3536A","import export specialist","http://data.europa.eu/esco/occupation/61b859ed-24d8-48cf-9c1b-67d7a6c62bb5","good match","skills and knowledge similar but does list a lot of specialisms under optional knowledge"
"Indexer","indexer","Published","4131B","file clerk","http://data.europa.eu/esco/occupation/9ab0f0db-1128-4050-becd-b09db5eabdaa","decision req","ESCO has file clerk which has some similar skills although the role at lower level than indexer"
"Industrial cleaner","industrial-cleaner","Published","9132A","building exterior cleaner","http://data.europa.eu/esco/occupation/a632fb74-ef49-4f4a-9777-b7df54a0f897","decision req","ESCO also has building cleaner but aimed at office cleaning rather than industrial - also has decontamination worker but that's only partial match as well http://data.europa.eu/esco/occupation/c0ec3a06-1dac-4c21-9f08-4c9dfbc9d6cf"
"Information scientist","information-scientist","Published","2451A","computer scientist","http://data.europa.eu/esco/occupation/e3229e40-f571-4b26-baca-29edc8fe313e",,
"Insurance account manager","insurance-account-manager","Published","3538B","insurance product manager","http://data.europa.eu/esco/occupation/73856e9e-eca2-44c2-bb3c-aaedf4b25979",,
"Insurance broker","insurance-broker","Published","3532B","insurance broker","http://data.europa.eu/esco/occupation/a198de8c-24b1-4002-982f-a57ae6d6c19c",,
"Insurance claims handler","insurance-claims-handler","Published","4132A","insurance claims handler","http://data.europa.eu/esco/occupation/01a83071-6533-4675-b2da-f0c6d02669f5",,
"Insurance loss adjuster","insurance-loss-adjuster","Published","3531E","loss adjuster","http://data.europa.eu/esco/occupation/e91bc34c-0c4f-4ac9-8e2f-8f337d75f9ca",,
"Insurance risk surveyor","insurance-risk-surveyor","Published","2423C","insurance risk consultant","http://data.europa.eu/esco/occupation/7bcafcd7-3f35-4a72-849c-c92b334927fd",,
"Insurance technician","insurance-technician","Published","4132B","insurance clerk","http://data.europa.eu/esco/occupation/9a39a143-d93c-4093-ba3b-47fb67ade318",,
"Insurance underwriter","insurance-underwriter","Published","3533A","insurance underwriter","http://data.europa.eu/esco/occupation/e937449a-d9e0-4ab7-9ea5-4d3ac673be6d",,
"Interior designer","interior-designer","Published","3422A","interior designer","http://data.europa.eu/esco/occupation/73e776fb-4d99-4031-bad4-7716f121155d",,
"Interpreter","interpreter","Published","3412A","interpreter","http://data.europa.eu/esco/occupation/23e692a9-a242-4d4f-988f-ed562f757864",,
"Investment analyst","investment-analyst","Published","3534B","investment analyst","http://data.europa.eu/esco/occupation/b7f47c25-bdf3-42fa-a68e-ad32754b2dba",,
"IT project manager","it-project-manager","Published","2134B","ICT project manager","http://data.europa.eu/esco/occupation/8b6388a4-4904-471b-9331-d3b1211f5525",,
"IT security co-ordinator","it-security-co-ordinator","Published","2139B","ICT security manager","http://data.europa.eu/esco/occupation/7754d570-9519-48c2-b1c9-8e165f8bca0f",,
"IT service engineer","it-service-engineer","Published","5245A","ICT technician","http://data.europa.eu/esco/occupation/3e7bf729-4442-4b9f-ad5e-83111963795c",,
"IT support technician","it-support-technician","Published","3132A","ICT help desk agent","http://data.europa.eu/esco/occupation/aaeec9a7-dc57-4485-890c-86b3eef735f9","good match",
"IT trainer","it-trainer","Published","3563A","ICT trainer","http://data.europa.eu/esco/occupation/9e657046-67ce-4e16-ab2e-ddb918638910",,
"Jewellery designer-maker","jewellery-designer-maker","Published","3422I","jewellery designer","http://data.europa.eu/esco/occupation/34c57104-ff9b-4003-809e-56eece3cb4d5",,
"Jockey","jockey","Published","3441C","groom","http://data.europa.eu/esco/occupation/beedd3c0-d3e2-4efe-8f39-381df669ee35",,
"Judge","judge","Published","2412D","judge","http://data.europa.eu/esco/occupation/07bd65d7-c13f-443a-bdf6-88903f3822be",,
"Kennel worker","kennel-worker","Published","6139H","kennel worker","http://data.europa.eu/esco/occupation/15dfabf5-71e0-400e-af48-4c6f92ef4392",,
"Kitchen and bathroom fitter","kitchen-and-bathroom-fitter","Published","5315B","kitchen unit installer
bathroom fitter","http://data.europa.eu/esco/occupation/bc61af54-0c3b-411c-a434-4b0d23c6fcce
http://data.europa.eu/esco/occupation/3df28a39-9bfe-4e36-b394-a189ef967a74
http://data.europa.eu/esco/occupation/3df28a39-9bfe-4e36-b394-a189ef967a74","decision req",
"Kitchen assistant","kitchen-assistant","Published","9272B","kitchen assistant","http://data.europa.eu/esco/occupation/e1cf6897-158d-4b48-a39e-2a3a8cac216c",,
"Kitchen porter","kitchen-porter","Published","9272D","kitchen porter","http://data.europa.eu/esco/occupation/f756fdab-7726-4c48-bfcc-94ff8810fc08",,
"Knitter","knitter","Published","5411A","knitter","http://data.europa.eu/esco/occupation/3562e70c-016c-455c-b949-521a367418a5",,
"Laboratory technician","laboratory-technician","Published","3111B","scientific laboratory technician","http://data.europa.eu/esco/occupation/4fef1907-cf82-413b-841a-02ef57e299a6",,
"Land and property valuer and auctioneer","land-and-property-valuer-and-auctioneer","Published","3531F","auction house manager","http://data.europa.eu/esco/occupation/04b52c04-0620-4558-8f89-e252de2963ff","partial match","ESCO also have auctioneer http://data.europa.eu/esco/occupation/f1ecc3c4-8212-4386-871a-6fda1b5b4d91 = though this is slightly narrower than NCS JP desc"
"Land surveyor","land-surveyor","Published","2434C","land surveyor","http://data.europa.eu/esco/occupation/d8e502b4-1be6-4d10-a224-151688f8f0c8",,
"Landscape architect","landscape-architect","Published","2431B","landscape architect","http://data.europa.eu/esco/occupation/52207284-2681-40d3-a317-ec81ca1b3e41",,
"Landscaper","landscaper","Published","5113B","landscape gardener","http://data.europa.eu/esco/occupation/e7970c7a-7769-4002-87d3-0a8ea94fdd6f",,
"Large goods vehicle driver","large-goods-vehicle-driver","Published","8211A","cargo vehicle driver","http://data.europa.eu/esco/occupation/45037d43-a8f5-4f46-b332-b2935bc305f4",,
"Laundry worker","laundry-worker","Published","9234C","laundry worker","http://data.europa.eu/esco/occupation/0da51178-e386-4534-ae71-15ba789ad756",,
"Learning disability nurse","learning-disability-nurse","Published","2231G","disability support worker","http://data.europa.eu/esco/occupation/9c55aa23-e3f2-4c00-8c90-5ed5204951a3","replace","ESCO has nurse responsible for general care http://data.europa.eu/esco/occupation/8d3e8aaa-791b-4c75-a465-f3f827028f50, which has LDN under alt titles"
"Learning mentor","learning-mentor","Published","3233B","learning mentor","http://data.europa.eu/esco/occupation/3d0f86c1-9bdd-4e84-bc62-93a716128c8d",,
"Leather craftworker","leather-craftworker","Published","5413B","leather goods artisanal worker","http://data.europa.eu/esco/occupation/72d03aad-2003-404e-ae71-a37206e3566b",,
"Leather technologist","leather-technologist","Published","5413C","leather laboratory technician","http://data.europa.eu/esco/occupation/4b8dced3-ac9e-445d-8787-e07daf52e295","good match",
"Legal executive","legal-executive","Published","3520B","legal assistant","http://data.europa.eu/esco/occupation/929ef41d-afd0-4d5a-b85b-69eab68fa368","good match","ESCO legal assistant slightly lower level than JP but skills similar "
"Legal secretary","legal-secretary","Published","4212A","legal administrative assistant","http://data.europa.eu/esco/occupation/0264b794-3771-47aa-a675-78bf13b62ee7",,
"Leisure centre assistant","leisure-centre-assistant","Published","6211C","leisure attendant","http://data.europa.eu/esco/occupation/88c55070-444a-45db-abe3-7b95c40bc9ec",,
"Leisure centre manager","leisure-centre-manager","Published","1225A","sport facility manager","http://data.europa.eu/esco/occupation/825ab049-2f0c-4acf-b402-9c6bb51acca2","good match","ESCO also have recreational facilities manager but this is broader and includes cinemas, amusement parks etc so sport facility manager better match to JP http://data.europa.eu/esco/occupation/771955d9-e988-47f3-b60f-207adb2cd571"
"Letting agent","letting-agent","Published","3544B","letting agent","http://data.europa.eu/esco/occupation/d261a6a4-7ea7-4295-a84e-f4b1a56990d7",,
"Librarian","librarian","Published","2451B","librarian","http://data.europa.eu/esco/occupation/60f7eb23-a7ea-4cbe-98a5-1248291f62d5",,
"Library assistant","library-assistant","Published","4135A","library assistant","http://data.europa.eu/esco/occupation/37b15470-3b2d-4ae0-816c-c7c06ed15c99",,
"Licensed conveyancer","licensed-conveyancer","Published","3520C","conveyance clerk","http://data.europa.eu/esco/occupation/a9411821-4f54-406e-ba37-4c6e5a39f9fe","good match","conveyancer listed under ESCO alt labels"
"Life coach","life-coach","Published","3235C","life coach","http://data.europa.eu/esco/occupation/fc85156e-4f0b-46c4-ba66-a3b17318d932",,
"Lifeguard","lifeguard","Published","6211D","life guard","http://data.europa.eu/esco/occupation/3025dea4-1752-40a9-9431-fd874420386f",,
"Lift engineer","lift-engineer","Published","5223G","lift engineer","http://data.europa.eu/esco/occupation/f8d1bcf9-9ca1-408f-a713-7bdf28c400fd",,
"Lighting technician","lighting-technician","Published","5241D","lighting technician","http://data.europa.eu/esco/occupation/9ac10bde-93a0-4570-afc2-e2b6cf46d8d2",,
"Live sound engineer","live-sound-engineer","Published","3417G","audio production technician","http://data.europa.eu/esco/occupation/2cbb23b0-0bf1-4871-9e6d-18f005987310",,
"Local government administrative assistant","local-government-administrative-assistant","Published","4113A","civil service administrative officer","http://data.europa.eu/esco/occupation/ffade2f4-2528-4dfd-b36a-6e4092be08ed",,
"Local government officer","local-government-officer","Published","4113B","city councillor","http://data.europa.eu/esco/occupation/7226c10f-701b-4711-8843-140aace12c6f",,
"Local government revenues officer","local-government-revenues-officer","Published","4113C","financial controller","http://data.europa.eu/esco/occupation/5e5b1b61-1351-4d3b-a293-deb3661715dd","decision req","ESCO financial controller role is more general and incl private sector but some skills similar"
"Lock keeper","lock-keeper","Published","8239A",,,"no match",
"Locksmith","locksmith","Published","5223H","locksmith","http://data.europa.eu/esco/occupation/aaa485d0-6787-45c0-8596-b266c0b687fd",,
"Magazine journalist","magazine-journalist","Published","2471E","journalist","http://data.europa.eu/esco/occupation/a47f82d3-4cf7-4abf-bb36-2c8cbad28234",,
"Magistrate","magistrate","Published","2412E","justice of the peace","http://data.europa.eu/esco/occupation/f634ce9b-68a5-4a8a-af4a-ed13fc0deba9",,
"Maintenance fitter","maintenance-fitter","Published","5223I","industrial machinery mechanic","http://data.europa.eu/esco/occupation/269c47e7-9017-4aa6-bce8-49e89a696a64",,
"Make-up artist","make-up-artist","Published","6222G","make-up artist","http://data.europa.eu/esco/occupation/49713da4-4e97-4f82-bd1c-16ce7f9179b7",,
"Management accountant","management-accountant","Published","2421B","accountant","http://data.europa.eu/esco/occupation/eda0d957-3c3c-4139-b89a-a18bc9e18897","replace","ESCO accounting manager closer match to NCS JP - use this http://data.europa.eu/esco/occupation/04f39bfa-bc03-4480-98bc-b18ce4fe4b4b"
"Management consultant","management-consultant","Published","2423D","business consultant","http://data.europa.eu/esco/occupation/6a29d804-f775-446c-bec7-35fc4e28ac97",,
"Manufacturing supervisor","manufacturing-supervisor","Published","8131B","production supervisor","http://data.europa.eu/esco/occupation/40517ed4-2769-4283-a15b-4b0d939bd2d3",,
"Manufacturing systems engineer","manufacturing-systems-engineer","Published","2127B","manufacturing engineer","http://data.europa.eu/esco/occupation/6818c837-072a-4120-b913-bd360b7b14d0",,
"Marine engineer","marine-engineer","Published","2122E","marine engineer","http://data.europa.eu/esco/occupation/c36fc197-1f5b-4563-acd8-6f1d06aa1c03",,
"Marine engineering technician","marine-engineering-technician","Published","3113G","marine engineering technician","http://data.europa.eu/esco/occupation/04849c5c-9236-4a75-aabb-11c6d03e459c",,
"Market research data analyst","market-research-data-analyst","Published","3543F","market research analyst","http://data.europa.eu/esco/occupation/66fb9704-0d56-4673-8e69-7823816b73e1",,
"Market research executive","market-research-executive","Published","3543G","market research analyst","http://data.europa.eu/esco/occupation/66fb9704-0d56-4673-8e69-7823816b73e1","good match",
"Market researcher","market-researcher","Published","7215A","market research interviewer","http://data.europa.eu/esco/occupation/7843a4c6-a9f6-4095-94b9-45b384d4bd57",,
"Market trader","market-trader","Published","7124A","market vendor","http://data.europa.eu/esco/occupation/c822ca35-6c36-4eab-97fa-90f2775091c3",,
"Marketing director","marketing-director","Published","1132A","commercial director","http://data.europa.eu/esco/occupation/2d3d7188-47ab-49b9-9045-e452d9db06f1",,
"Marketing executive","marketing-executive","Published","3543H","marketing manager","http://data.europa.eu/esco/occupation/6fcf4638-e7c7-4978-9302-9a7b63a3d57c","good match","marketing exec listed under ESCO alt labels"
"Marketing manager","marketing-manager","Published","3545A","marketing manager","http://data.europa.eu/esco/occupation/6fcf4638-e7c7-4978-9302-9a7b63a3d57c",,
"Martial arts instructor","martial-arts-instructor","Published","3442F","boxing instructor","http://data.europa.eu/esco/occupation/11695786-9fb7-4895-b161-0480419107e4","decision req","ESCO sport instructor skills limited and quite generic. Sports coach has more but still generic. Boxing instructor is closer match to JP except it has boxing knowledge under essential knowledge req - if can avoid this/modify in CMS then this is better match"
"Massage therapist","massage-therapist","Published","3219B","massage therapist","http://data.europa.eu/esco/occupation/9487f835-b5a9-4742-8ecf-35520911e28c",,
"Materials engineer","materials-engineer","Published","2129E","materials engineer","http://data.europa.eu/esco/occupation/4a375b68-88a0-4e5f-99ce-9b01341dfb81",,
"Materials technician","materials-technician","Published","3115A","material testing technician","http://data.europa.eu/esco/occupation/eb00745b-9abb-4bd8-8291-aade48af029d","good match",
